uno_pc_time_sec,uno_edge_us,mega_evt_pc_time_sec,mega_evt_us,tag,value,dropped_reported
1778962194.791503,1271111512,1778962186.315226,1264558176,SENSOR,Wait Sensor,0
1778962195.229897,1271528292,1778962187.637403,1265876112,SENSOR,Wait Sensor,0
1778962199.594806,1275916092,1778962188.099964,1266339980,SENSOR,Wait Sensor,0
1778962200.900871,1277224560,1778962189.002729,1267246172,SENSOR,Wait Sensor,0
1778962204.015024,1280341812,1778962189.249429,1267469464,SENSOR_FAST,Gate,0
1778962210.374980,1286677396,1778962189.454064,1267696872,SENSOR,WM2,0
1778962215.423544,1291722048,1778962190.325735,1268566200,SENSOR,Lick Left,0
1778962215.798895,1292053564,1778962190.824735,1269061740,SENSOR,Lick Left,0
1778962216.231766,1292540480,1778962191.666208,1269898448,SENSOR,Left Back,0
1778962216.543776,1292854584,1778962192.206994,1270437008,SENSOR,Left Front,0
1778962216.791746,1293104184,1778962192.643649,1270883424,SENSOR,Return Left,0
1778962222.421765,1298708424,1778962194.783693,1273006168,SENSOR,WM1,0
1778962228.416919,1304688028,1778962194.783693,1273007100,CUE1,4000,0
1778962229.546690,1305795052,1778962194.783693,1273008008,CUE2,4000,0
1778962231.914660,1308156132,1778962194.783693,1273008912,CORRECT_TURN,Left,0
1778962234.719681,1311000220,1778962195.187225,1273426092,SENSOR,Wait Sensor,0
1778962235.781757,1312032420,1778962199.579040,1277818012,SENSOR,Wait Sensor,0
1778962238.775396,1315033940,1778962200.888166,1279127708,SENSOR,Wait Sensor,0
1778962240.520543,1316750628,1778962204.015024,1282247888,SENSOR,Wait Sensor,0
1778962241.265863,1317544468,1778962210.368652,1288589420,SENSOR,Wait Sensor,0
1778962251.247752,1327498736,1778962215.408311,1293638816,SENSOR,Wait Sensor,0
1778962251.247752,1327499672,1778962215.740836,1293970640,SENSOR,Wait Sensor,0
1778962251.247752,1327500568,1778962216.232821,1294458016,SENSOR,Gate,0
1778962251.247752,1327501468,1778962216.543776,1294772416,SENSOR,Gate,0
1778962252.245836,1328475688,1778962216.791746,1295022248,SENSOR,WM2,0
1778962253.057734,1329273664,1778962222.406341,1300631752,SENSOR,Lick Right,0
1778962256.105875,1332329552,1778962228.387842,1306616976,SENSOR,Right Back,0
1778962257.413271,1333619520,1778962229.504605,1307725040,SENSOR,Right Front,0
1778962257.722719,1333939716,1778962231.868283,1310088340,SENSOR,Right Front,0
1778962258.724851,1334940276,1778962234.706897,1312935100,SENSOR,Right Front,0
1778962263.706401,1339941936,1778962235.749543,1313968268,SENSOR,Right Front,0
1778962264.332931,1340539340,1778962238.745910,1316972612,SENSOR,Return Right,0
1778962264.707336,1340904496,1778962240.473526,1318690912,SENSOR,Return Right,0
1778962268.821607,1345046812,1778962241.265863,1319485500,SENSOR,Return Right,0
1778962268.821607,1345047756,1778962251.235043,1329449124,SENSOR,WM1,0
1778962268.821607,1345048716,1778962251.235043,1329450060,CUE1,4000,0
1778962268.821607,1345049672,1778962251.235557,1329450960,CUE2,4000,0
1778962270.065250,1346288832,1778962251.235557,1329451860,CORRECT_TURN,Left,0
1778962271.123162,1347367180,1778962252.205259,1330426996,SENSOR,Wait Sensor,0
1778962272.539483,1348773816,1778962253.011478,1331225724,SENSOR,WM1,0
1778962272.788319,1348999996,1778962256.073799,1334284484,SENSOR,Wait Sensor,0
1778962273.790621,1350007552,1778962257.352844,1335575664,SENSOR,Gate,0
1778962281.264936,1357503368,1778962257.676659,1335896160,SENSOR,WM2,0
1778962282.703334,1358880444,1778962258.676842,1336897660,SENSOR,Lick Left,0
1778962283.573655,1359775664,1778962263.689649,1341904028,SENSOR,Left Back,0
1778962284.443631,1360653352,1778962264.285934,1342501992,SENSOR,Left Front,0
1778962284.696032,1360906004,1778962264.654049,1342867488,SENSOR,Return Left,0
1778962286.128148,1362306500,1778962268.805848,1347013704,SENSOR,WM1,0
1778962288.437772,1364607336,1778962268.805848,1347014648,CUE1,13000,0
1778962288.437772,1364608288,1778962268.807060,1347015608,CUE2,13000,0
1778962288.437772,1364609240,1778962268.807060,1347016560,CORRECT_TURN,Right,0
1778962288.437772,1364610188,1778962270.037511,1348256892,SENSOR,Wait Sensor,0
1778962288.996842,1365220148,1778962271.123162,1349336256,SENSOR,Wait Sensor,0
1778962290.057110,1366273864,1778962272.526989,1350744212,SENSOR_FAST,Gate,0
1778962291.740658,1367936292,1778962272.759686,1350970604,SENSOR,WM2,0
1778962291.927986,1368128640,1778962273.760060,1351979108,SENSOR,Lick Right,0
1778962292.114312,1368335268,1778962281.267407,1359481976,SENSOR,Right Back,0
1778962292.985127,1369196748,1778962282.660373,1360860348,SENSOR,Right Back,0
1778962304.467174,1380632220,1778962283.542797,1361756412,SENSOR,Right Front,0
1778962305.462811,1381615348,1778962284.428199,1362634924,SENSOR,Right Front,0
1778962305.835615,1382042936,1778962284.680025,1362887816,SENSOR,Return Right,0
1778962307.768131,1383948900,1778962286.081914,1364289628,SENSOR,Return Right,0
1778962307.772581,1383949832,1778962288.379050,1366592632,SENSOR,WM1,0
1778962307.772581,1383950776,1778962288.382580,1366593588,CUE1,13000,0
1778962307.772581,1383951736,1778962288.382580,1366594532,CUE2,13000,0
1778962308.276319,1384429792,1778962288.386721,1366595484,CORRECT_TURN,Right,0
1778962310.013036,1386165852,1778962288.998091,1367206016,SENSOR,Wait Sensor,0
1778962311.324848,1387506992,1778962290.057110,1368260724,SENSOR,Wait Sensor,0
1778962311.575732,1387763760,1778962291.719323,1369924716,SENSOR,Wait Sensor,0
1778962312.511813,1388673264,1778962291.915531,1370117244,SENSOR_FAST,Gate,0
1778962313.011005,1389153108,1778962292.114312,1370324068,SENSOR,WM2,0
1778962314.506718,1390683548,1778962292.978185,1371186356,SENSOR,Lick Right,0
1778962315.696029,1391864168,1778962304.435776,1382632588,SENSOR,Right Back,0
1778962316.505919,1392698956,1778962305.416449,1383616640,SENSOR,Right Front,0
1778962316.940125,1393083528,1778962305.838804,1384044628,SENSOR,Return Right,0
1778962326.376514,1402519108,1778962307.752688,1385952384,SENSOR,WM1,0
1778962328.063616,1404218368,1778962307.752688,1385953320,CUE1,13000,0
1778962332.549953,1408693136,1778962307.752688,1385954264,CUE2,13000,0
1778962332.549953,1408694072,1778962307.752688,1385955224,CORRECT_TURN,Right,0
1778962332.549953,1408695012,1778962308.236737,1386433732,SENSOR,Wait Sensor,0
1778962332.549953,1408695972,1778962309.967998,1388171424,SENSOR,Wait Sensor,0
1778962332.921784,1409043052,1778962311.309136,1389513824,SENSOR_FAST,Gate,0
1778962334.164782,1410335184,1778962311.583628,1389770836,SENSOR,WM2,0
1778962334.474816,1410588900,1778962312.480986,1390681192,SENSOR,Lick Left,0
1778962334.913625,1411056304,1778962312.963653,1391161488,SENSOR,Lick Left,0
1778962336.035078,1412199044,1778962314.490949,1392693368,SENSOR,Left Back,0
1778962336.286508,1412417996,1778962315.680264,1393875100,SENSOR,Left Front,0
1778962337.219062,1413328524,1778962316.507052,1394710672,SENSOR,Return Left,0
1778962337.842306,1414002676,1778962316.892948,1395095604,SENSOR,Return Left,0
1778962338.465147,1414585904,1778962326.343792,1404540056,SENSOR,Return Left,0
1778962339.026931,1415151544,1778962328.044058,1406240912,SENSOR,Return Left,0
1778962339.466873,1415575076,1778962332.526267,1410719888,SENSOR,WM1,0
1778962343.358300,1419464648,1778962332.526267,1410720820,CUE1,13000,0
1778962343.358300,1419465580,1778962332.526267,1410721764,CUE2,13000,0
1778962343.358300,1419466484,1778962332.527315,1410722724,CORRECT_TURN,Right,0
1778962343.358300,1419467396,1778962332.874818,1411070128,SENSOR,Wait Sensor,0
1778962343.736302,1419854444,1778962334.167173,1412363480,SENSOR,Wait Sensor,0
1778962344.730052,1420842736,1778962334.427930,1412617432,SENSOR,Wait Sensor,0
1778962345.354364,1421461632,1778962334.891807,1413085280,SENSOR,Wait Sensor,0
1778962345.854632,1421980404,1778962336.035078,1414229092,SENSOR_FAST,Gate,0
1778962346.664896,1422799796,1778962336.253960,1414448248,SENSOR,WM2,0
1778962346.853707,1423001232,1778962337.172860,1415359632,SENSOR,Lick Left,0
1778962347.103580,1423213160,1778962337.842306,1416034420,SENSOR,Lick Left,0
1778962347.978091,1424125700,1778962338.426234,1416618196,SENSOR,Left Back,0
1778962354.526803,1430666012,1778962338.996035,1417184368,SENSOR,Left Front,0
1778962355.086776,1431199984,1778962339.421581,1417608300,SENSOR,Return Left,0
1778962355.469234,1431551892,1778962343.311875,1421501532,SENSOR,WM1,0
1778962356.961730,1433088516,1778962343.312392,1421502468,CUE1,4000,0
1778962356.961730,1433089452,1778962343.312392,1421503368,CUE2,4000,0
1778962356.961730,1433090352,1778962343.312392,1421504276,CORRECT_TURN,Left,0
1778962356.961730,1433091256,1778962343.700732,1421891692,SENSOR,Wait Sensor,0
1778962357.335548,1433420020,1778962344.698108,1422880916,SENSOR,Wait Sensor,0
1778962358.267527,1434368272,1778962345.309067,1423500396,SENSOR,Wait Sensor,0
1778962358.705709,1434791916,1778962345.823057,1424019656,SENSOR,Wait Sensor,0
1778962360.260060,1436391920,1778962346.651663,1424839816,SENSOR,Wait Sensor,0
1778962360.509595,1436588196,1778962346.853707,1425041444,SENSOR_FAST,Gate,0
1778962360.697134,1436826664,1778962347.058270,1425253568,SENSOR,WM2,0
1778962361.569352,1437650196,1778962347.980802,1426166968,SENSOR,Lick Left,0
1778962365.624059,1441708684,1778962354.526803,1432713432,SENSOR,Left Back,0
1778962366.125383,1442254956,1778962355.055711,1433247908,SENSOR,Left Front,0
1778962366.561966,1442634428,1778962355.416221,1433600144,SENSOR,Return Left,0
1778962367.685942,1443768964,1778962356.947268,1435138216,SENSOR,WM1,0
1778962367.685942,1443769900,1778962356.947268,1435139152,CUE1,4000,0
1778962367.685942,1443770844,1778962356.950464,1435140052,CUE2,4000,0
1778962367.686284,1443771800,1778962356.954064,1435140960,CORRECT_TURN,Left,0
1778962368.000187,1444073940,1778962357.289149,1435470032,SENSOR,Wait Sensor,0
1778962369.061786,1445192040,1778962358.237250,1436419176,SENSOR,Wait Sensor,0
1778962370.496090,1446584428,1778962358.658229,1436843216,SENSOR,Wait Sensor,0
1778962370.993453,1447071416,1778962360.260060,1438444728,SENSOR,Wait Sensor,0
1778962371.181788,1447272868,1778962360.462997,1438641188,SENSOR_FAST,Gate,0
1778962371.429093,1447510280,1778962360.697134,1438879880,SENSOR,WM2,0
1778962372.299802,1448388052,1778962361.523631,1439704184,SENSOR,Lick Left,0
1778962376.980192,1453057184,1778962365.578098,1443766492,SENSOR,Left Back,0
1778962377.541707,1453642420,1778962366.125383,1444313280,SENSOR,Left Front,0
1778962378.040516,1454151784,1778962366.514677,1444693108,SENSOR,Return Left,0
1778962379.162025,1455234140,1778962367.640478,1445828712,SENSOR,WM1,0
1778962383.903883,1459969852,1778962367.640478,1445829648,CUE1,13000,0
1778962383.903883,1459970788,1778962367.644057,1445830592,CUE2,13000,0
1778962383.903883,1459971692,1778962367.648174,1445831552,CORRECT_TURN,Right,0
1778962383.903883,1459972600,1778962367.952596,1446133976,SENSOR,Wait Sensor,0
1778962384.337851,1460419020,1778962369.065042,1447253128,SENSOR,Wait Sensor,0
1778962385.274892,1461341708,1778962370.465079,1448646828,SENSOR,Wait Sensor,0
1778962387.453776,1463506380,1778962370.947410,1449134272,SENSOR,Wait Sensor,0
1778962387.643181,1463718184,1778962371.150432,1449335912,SENSOR_FAST,Gate,0
1778962388.516780,1464621560,1778962371.398271,1449573548,SENSOR,WM2,0
1778962397.960928,1474016096,1778962372.268796,1450452144,SENSOR,Lick Right,0
1778962398.582755,1474655472,1778962376.949225,1455125668,SENSOR,Right Back,0
1778962399.953108,1476022272,1778962377.530435,1455711460,SENSOR,Right Front,0
1778962401.388164,1477439260,1778962378.042912,1456221300,SENSOR,Return Right,0
1778962402.383872,1478466424,1778962379.130621,1457304672,SENSOR,Return Right,0
1778962402.948514,1479005504,1778962383.870043,1462044840,SENSOR,WM1,0
1778962403.319502,1479365544,1778962383.870043,1462045776,CUE1,4000,0
1778962404.879428,1480932912,1778962383.870043,1462046680,CUE2,4000,0
1778962404.879428,1480933848,1778962383.871375,1462047588,CORRECT_TURN,Left,0
1778962404.879428,1480934812,1778962384.309444,1462494428,SENSOR,Wait Sensor,0
1778962404.879428,1480935764,1778962385.245105,1463417984,SENSOR,Wait Sensor,0
1778962406.002799,1482064360,1778962387.409735,1465584696,SENSOR_FAST,Gate,0
1778962406.936067,1482980964,1778962387.611849,1465796700,SENSOR,WM2,0
1778962408.429653,1484466392,1778962388.516780,1466700924,SENSOR,Lick Left,0
1778962408.615989,1484664980,1778962397.929310,1476104304,SENSOR,Lick Left,0
1778962409.551580,1485605152,1778962398.570517,1476744280,SENSOR,Lick Left,0
1778962419.060086,1495095896,1778962399.937531,1478112364,SENSOR,Lick Left,0
1778962420.808191,1496843208,1778962401.357119,1479530688,SENSOR,Lick Left,0
1778962421.992758,1497999120,1778962402.384881,1480558816,SENSOR,Left Back,0
1778962424.425381,1500440156,1778962402.931719,1481098404,SENSOR,Left Front,0
1778962424.425381,1500441100,1778962403.288300,1481458784,SENSOR,Return Left,0
1778962424.425381,1500442040,1778962404.850351,1483027628,SENSOR,WM1,0
1778962424.425381,1500443000,1778962404.850351,1483028564,CUE1,13000,0
1778962424.862836,1500915872,1778962404.854201,1483029524,CUE2,13000,0
1778962425.987947,1502019772,1778962404.858343,1483030468,CORRECT_TURN,Right,0
1778962427.926326,1503953236,1778962405.986835,1484160140,SENSOR,Wait Sensor,0
1778962428.171777,1504166092,1778962406.904836,1485077608,SENSOR,Wait Sensor,0
1778962428.981838,1505005016,1778962408.398165,1486564432,SENSOR_FAST,Gate,0
1778962435.372328,1511372408,1778962408.585685,1486763204,SENSOR,WM2,0
1778962438.432972,1514475268,1778962409.535028,1487704264,SENSOR,Lick Right,0
1778962449.734821,1525756152,1778962419.034739,1497203932,SENSOR,Right Back,0
1778962450.911666,1526897904,1778962420.778213,1498952892,SENSOR,Right Front,0
1778962460.901925,1536878704,1778962421.946033,1500109888,SENSOR,Return Right,0
1778962461.522708,1537510948,1778962424.394035,1502553224,SENSOR,WM1,0
1778962465.019428,1541028108,1778962424.395066,1502554160,CUE1,13000,0
1778962465.083419,1541029068,1778962424.395066,1502555116,CUE2,13000,0
1778962465.083419,1541029960,1778962424.395066,1502556072,CORRECT_TURN,Right,0
1778962465.083419,1541030868,1778962424.862836,1503029388,SENSOR,Wait Sensor,0
1778962465.520335,1541524388,1778962425.972684,1504134328,SENSOR,Wait Sensor,0
1778962466.899136,1542896256,1778962427.905992,1506069608,SENSOR_FAST,Gate,0
1778962468.411771,1544385812,1778962428.110532,1506282664,SENSOR,WM2,0
1778962468.658147,1544612780,1778962428.949771,1507122376,SENSOR,Lick Right,0
1778962468.845147,1544840980,1778962435.326244,1513495760,SENSOR,Right Back,0
1778962469.842797,1545821108,1778962438.432972,1516601536,SENSOR,Right Front,0
1778962479.541909,1555494984,1778962449.734821,1527893032,SENSOR,Return Right,0
1778962485.717510,1561676220,1778962450.870393,1529035856,SENSOR,Return Right,0
1778962487.159170,1563106284,1778962460.864198,1539026040,SENSOR,Return Right,0
1778962490.965241,1566915116,1778962461.502797,1539658880,SENSOR,Return Right,0
1778962490.965241,1566916052,1778962465.019428,1543179348,SENSOR,WM1,0
1778962490.965241,1566916996,1778962465.020551,1543180308,CUE1,4000,0
1778962490.965241,1566917960,1778962465.022052,1543181200,CUE2,4000,0
1778962491.277652,1567255816,1778962465.025173,1543182108,CORRECT_TURN,Left,0
1778962492.589433,1568508052,1778962465.520335,1543676092,SENSOR,Wait Sensor,0
1778962494.589741,1570513136,1778962466.899136,1545049252,SENSOR,Wait Sensor,0
1778962494.775073,1570693188,1778962468.379841,1546540208,SENSOR,Wait Sensor,0
1778962495.690595,1571622100,1778962468.611625,1546767392,SENSOR_FAST,Gate,0
1778962566.159873,1642029692,1778962468.846266,1546995812,SENSOR,WM2,0
1778962567.156407,1642990332,1778962469.827032,1547976852,SENSOR,Lick Left,0
1778962567.906983,1643784280,1778962479.510309,1557659824,SENSOR,Left Back,0
1778962568.343143,1644221076,1778962485.703720,1563846876,SENSOR,Left Front,0
1778962569.097000,1644927936,1778962487.128639,1565278280,SENSOR,Return Left,0
1778962570.213468,1646039972,1778962490.949228,1569090692,SENSOR,WM1,0
1778962572.392896,1648252872,1778962490.950225,1569091628,CUE1,13000,0
1778962572.392896,1648253808,1778962490.950225,1569092572,CUE2,13000,0
1778962572.392896,1648254752,1778962490.950225,1569093536,CORRECT_TURN,Right,0
1778962572.392896,1648255712,1778962491.279140,1569431712,SENSOR,Wait Sensor,0
1778962573.080502,1648954768,1778962492.545448,1570685128,SENSOR,Wait Sensor,0
1778962575.420088,1651275992,1778962494.539224,1572692096,SENSOR_FAST,Gate,0
1778962575.885974,1651741356,1778962494.729030,1572872316,SENSOR,WM2,0
1778962576.135261,1651958296,1778962495.652020,1573802100,SENSOR,Lick Right,0
1778962577.194473,1653031540,1778962566.145564,1644275832,SENSOR,Lick Right,0
1778962581.391281,1657201484,1778962567.110011,1645237372,SENSOR,Right Back,0
1778962581.953029,1657776356,1778962567.906983,1646032064,SENSOR,Right Front,0
1778962582.327076,1658150756,1778962568.343143,1646469272,SENSOR,Return Right,0
1778962583.696142,1659556448,1778962569.046314,1647176792,SENSOR,Return Right,0
1778962583.696142,1659557384,1778962570.167250,1648289872,SENSOR,Return Right,0
1778962583.696142,1659558284,1778962572.377101,1650504848,SENSOR,WM1,0
1778962583.758838,1659559192,1778962572.377101,1650505780,CUE1,13000,0
1778962584.255105,1660115064,1778962572.380183,1650506728,CUE2,13000,0
1778962585.503165,1661322212,1778962572.383774,1650507688,CORRECT_TURN,Right,0
1778962586.126876,1661959564,1778962573.080502,1651207396,SENSOR,Wait Sensor,0
1778962586.500238,1662334044,1778962575.409321,1653530804,SENSOR,Wait Sensor,0
1778962587.232971,1663078668,1778962575.870483,1653996600,SENSOR_FAST,Gate,0
1778962587.480301,1663297664,1778962576.094175,1654213748,SENSOR,WM2,0
1778962588.356658,1664157096,1778962577.163479,1655287996,SENSOR,Lick Right,0
1778962592.541880,1668372016,1778962581.344069,1659461852,SENSOR,Right Back,0
1778962593.103089,1668945900,1778962581.910257,1660037260,SENSOR,Right Front,0
1778962593.661803,1669464504,1778962582.296189,1660412012,SENSOR,Return Right,0
1778962599.033779,1674839608,1778962583.696142,1661819024,SENSOR,WM1,0
1778962603.899246,1679714352,1778962583.697139,1661819960,CUE1,4000,0
1778962607.447725,1683268488,1778962583.697139,1661820860,CUE2,4000,0
1778962607.447725,1683269420,1778962583.700399,1661821768,CORRECT_TURN,Left,0
1778962607.447725,1683270368,1778962584.256129,1662378164,SENSOR,Wait Sensor,0
1778962607.447725,1683271328,1778962585.471733,1663586444,SENSOR,Wait Sensor,0
1778962607.760121,1683550788,1778962586.110859,1664224392,SENSOR,Wait Sensor,0
1778962609.131089,1684917648,1778962586.473984,1664599224,SENSOR,Wait Sensor,0
1778962610.967255,1686771344,1778962587.219295,1665344544,SENSOR_FAST,Gate,0
1778962611.151183,1686979016,1778962587.450764,1665563748,SENSOR,WM2,0
1778962612.083955,1687892620,1778962588.310184,1666423984,SENSOR,Lick Left,0
1778962619.240441,1695059020,1778962592.526292,1670642860,SENSOR,Left Back,0
1778962621.359523,1697139896,1778962593.103089,1671217284,SENSOR,Left Front,0
1778962621.922917,1697681052,1778962593.614456,1671736372,SENSOR,Return Left,0
1778962623.855535,1699664728,1778962598.994553,1677116516,SENSOR,Return Left,0
1778962623.855535,1699665664,1778962603.883491,1681995832,SENSOR,Return Left,0
1778962623.855535,1699666560,1778962607.432515,1685553304,SENSOR,WM1,0
1778962623.918268,1699667460,1778962607.435650,1685554236,CUE1,13000,0
1778962624.354964,1700168112,1778962607.440087,1685555184,CUE2,13000,0
1778962625.664312,1701432652,1778962607.443629,1685556144,CORRECT_TURN,Right,0
1778962626.162765,1701932804,1778962607.729046,1685835868,SENSOR,Wait Sensor,0
1778962627.096877,1702880132,1778962609.085978,1687204008,SENSOR,Wait Sensor,0
1778962627.406986,1703173704,1778962610.951905,1689059444,SENSOR_FAST,Gate,0
1778962627.594628,1703382440,1778962611.151183,1689267308,SENSOR,WM2,0
1778962628.535409,1704343164,1778962612.070513,1690181768,SENSOR,Lick Right,0
1778962634.910163,1710661436,1778962619.241940,1697354884,SENSOR,Right Back,0
1778962635.596119,1711366352,1778962621.328949,1699437712,SENSOR,Right Front,0
1778962636.034002,1711779500,1778962621.876090,1699979376,SENSOR,Return Right,0
1778962636.785002,1712542768,1778962623.857624,1701964912,SENSOR,WM1,0
1778962643.589072,1719320396,1778962623.857624,1701965844,CUE1,4000,0
1778962643.589072,1719321320,1778962623.857624,1701966744,CUE2,4000,0
1778962643.589072,1719322224,1778962623.859731,1701967652,CORRECT_TURN,Left,0
1778962643.589072,1719323120,1778962624.356127,1702468768,SENSOR,Wait Sensor,0
1778962644.461833,1720217628,1778962625.622958,1703734492,SENSOR,Wait Sensor,0
1778962646.396272,1722139920,1778962626.124346,1704235112,SENSOR,Wait Sensor,0
1778962646.896127,1722676108,1778962627.081182,1705183324,SENSOR,Wait Sensor,0
1778962647.079455,1722855020,1778962627.382317,1705477172,SENSOR_FAST,Gate,0
1778962647.328341,1723069856,1778962627.579360,1705686104,SENSOR,WM2,0
1778962648.202992,1723944636,1778962628.535409,1706647728,SENSOR,Lick Left,0
1778962654.000926,1729728868,1778962634.863317,1712971924,SENSOR,Left Back,0
1778962654.557850,1730296728,1778962635.566204,1713677500,SENSOR,Left Front,0
1778962655.307625,1731079260,1778962635.987228,1714091036,SENSOR,Return Left,0
1778962656.123045,1731886484,1778962636.762015,1714855016,SENSOR,Return Left,0
1778962657.120346,1732849072,1778962643.542997,1721638996,SENSOR,WM1,0
1778962659.430446,1735181680,1778962643.542997,1721639920,CUE1,4000,0
1778962664.224919,1739945952,1778962643.542997,1721640828,CUE2,4000,0
1778962664.224919,1739946880,1778962643.542997,1721641724,CORRECT_TURN,Left,0
1778962664.224919,1739947832,1778962644.439607,1722537060,SENSOR,Wait Sensor,0
1778962664.224919,1739948792,1778962646.364186,1724461160,SENSOR,Wait Sensor,0
1778962664.597391,1740323588,1778962646.897156,1724997848,SENSOR,Wait Sensor,0
1778962666.656507,1742405372,1778962647.079455,1725176928,SENSOR_FAST,Gate,0
1778962666.969394,1742677564,1778962647.284038,1725391968,SENSOR,WM2,0
1778962667.779309,1743537872,1778962648.171851,1726267564,SENSOR,Lick Left,0
1778962668.028324,1743771192,1778962653.955228,1732057216,SENSOR,Left Back,0
1778962668.963099,1744664228,1778962654.526895,1732625604,SENSOR,Left Front,0
1778962679.124027,1754831352,1778962655.307625,1733408872,SENSOR,Return Left,0
1778962679.435655,1755149536,1778962656.123045,1734216852,SENSOR,Return Left,0
